Country Code,Variable code,Variable description,Units
CZE,RPXGS,Relative price of exported goods and services,Index
CZE,SAVG,"Government saving (net ), value",National currency
CZE,SAVH,"Net household saving, value",National currency
CZE,SHTGSVD,Share of country's trade expressed in USD volume (2005 prices) in the world trade,Per Cent
CZE,SRATIO,Household and non-profit institutions serving households net saving ratio,Per cent
CZE,SSPG,"Social security benefits paid by general government, value",National currency
CZE,SSRG,"Social security contribution received by general government, value",National currency
CZE,TAXQ,"Taxes and social security contributions, as a percentage of GDP",Per cent
CZE,TDDV,"Total domestic expenditure, volume",National currency
CZE,TEV,"Total expenditure, volume",National currency
CZE,TGSVD,"Goods and services trade volume, USD, 2005 prices",USD
CZE,TIND,"Taxes on production and imports, value",National currency
CZE,TKPG,"Capital Transfers paid and other capital payments, value",National currency
CZE,TKTRG,"Capital tax and transfers receipts, value",National currency
CZE,TOCR,"Other current receipts, general government, value",National currency
CZE,TRPESH,Employees and self-employed contribution to social security,National currency
CZE,TRPTSH,Total employers social contributions,National currency
CZE,TY,"Total direct taxes, value",National currency
CZE,TYB,"Direct taxes on business, value",National currency
CZE,TYH,"Direct taxes on households, value",National currency
CZE,ULC,Unit labour cost in total economy,Index
CZE,ULCDR,"Competitiveness indicator, relative unit labour costs, overall economy",Index
CZE,UN,"Unemployment, level",Persons
CZE,UNR,Unemployment rate,Per cent
CZE,WAGE,"Wages, value",National currency
CZE,WRT,"Wage rate, total economy",National currency
CZE,WSSH,Compensation of employees received by households,National currency
CZE,WSSS,"Compensation of employees, value",National currency
CZE,WSST,"Compensation rate, total economy",National currency
CZE,XGS,"Exports of goods and services, value, National Accounts basis",National currency
CZE,XGSD,"Exports of goods and services, value, National Accounts basis, USD",USD
CZE,XGSV,"Exports of goods and services, volume, National Accounts basis",National currency
CZE,XGSVD,"Exports of goods and services, volume, USD, 2005 prices",USD
CZE,XMKT,"Export market for goods and services, volume, USD, 2005 prices",USD
CZE,XPERF,"Export performance for goods and services, volume",ratio
CZE,XSHA,Share of value exports of good and services in world exports expressed in USD,ratio
CZE,YDH,"Net household disposable income, value",National currency
CZE,YDRH,"Net household disposable income, real",National currency
CZE,YPEPG,"Property income paid by government, value",National currency
CZE,YPEPGX,"Property income paid by government, excluding interest payments, value",National currency
CZE,YPERG,"Property income received by government, value",National currency
CZE,YPERGX,"Property income received by government, excluding interest receipts, value",National currency
CZE,YPG,"Current disbursements, general government, value",National currency
CZE,YPGQ,"Current disbursements, general government, as a percentage of GDP",Per cent
CZE,YPGT,"Total disbursements, general government, value",National currency
CZE,YPGTQ,"Total disbursements, general government, as a percentage of GDP",Per cent
CZE,YPGX,"Current disbursements excluding gross interest payments, general government, value",National currency
CZE,YPH,"Current disbursements of households, value",National currency
CZE,YPOTG,"Other current outlays, general government, value",National currency
CZE,YPOTH,"Other current income payable by households, value",National currency
CZE,YRG,"Current receipts, general government value",National currency
CZE,YRGQ,"Government current receipts, as a percentage of GDP",Per cent
CZE,YRGT,"Total receipts, general government, value",National currency
CZE,YRGTQ,"Total receipts general government, as a percentage of GDP",Per cent
CZE,YRGX,"Current receipts excluding gross interest receipts, general government, value",National currency
CZE,YRH,"Net current receipts of households, value",National currency
CZE,YROTH,"Other current income receivable by households, value",National currency
CZE,YSE,"Self-employment income received by households, value",National currency
DAE,BSII,"Balance of primary income, value, balance of payments basis",National currency
DAE,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
DAE,BSIIQ,"Balance of primary income,  as a % of GDP, balance of payments basis",Ratio
DAE,CB,"Current account balance, value",National currency
DAE,CBD,"Current account balance, value in USD",USD
DAE,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
DAE,CBR,"Current account balance, residual item",National currency
DAE,CBRD,"Current account balance, residual item, USD",USD
DAE,CQ_FBGSV,"Net exports, contribution to growth in real GDP",Per cent
DAE,CTGSVD,"Contribution to world trade volume, goods and services expressed in USD, 2005 prices",Per cent
DAE,FBGSD,"Net exports of goods and services, value, National Accounts basis, USD",USD
DAE,GDP,"Gross domestic product, value, market prices",National currency
DAE,GDP_USD,"Gross domestic product, US $, current prices, constant exchange rates, EO base year",USD
DAE,GDPV,"Gross domestic product, volume, market prices",National currency
DAE,GDPV_USD,"Gross domestic product, US $, volume, constant exchange rates, EO base year",USD
DAE,MGSD,"Imports of goods and services, value, National Accounts basis, USD",USD
DAE,MGSVD,"Imports of goods and services, volume, USD, 2005 prices",USD
DAE,MSHA,"Share of value imports of good and services in world imports, USD",ratio
DAE,NTR,"Secondary income, net,  balance of payments basis",National currency
DAE,NTRD,"Secondary income, net, value, balance of payments basis, USD",USD
DAE,NTRQ,"Net secondary income, as a % of GDP, balance of payments basis",Ratio
DAE,PMGS,"Imports of goods and services, deflator, National Accounts basis",Index
DAE,PMGSX,Price of non- commodity imports of goods and services,Index
DAE,PMNW,Price of commodity imports,Index
DAE,PMSH,Shadow price of goods and services imports,Index
DAE,PMSHX,Shadow price of non- commodity goods and services imports,Index
DAE,PXC,Competitors' price of goods and services exports,Index
DAE,PXCX,Competitors' price of non- commodity goods and services exports,Index
DAE,PXGS,"Exports of goods and services, deflator, National Accounts basis",Index
DAE,PXGSX,Price of non- commodity exports of goods and services,Index
DAE,PXNW,Price of commodity exports,Index
DAE,RPMGS,Relative price of imported goods and services,Index
DAE,RPXGS,Relative price of exported goods and services,Index
DAE,SHTGSVD,Share of country's trade expressed in USD volume (2005 prices) in the world trade,Per Cent
DAE,TGSVD,"Goods and services trade volume, USD, 2005 prices",USD
DAE,XGSD,"Exports of goods and services, value, National Accounts basis, USD",USD
DAE,XGSVD,"Exports of goods and services, volume, USD, 2005 prices",USD
DAE,XMKT,"Export market for goods and services, volume, USD, 2005 prices",USD
DAE,XPERF,"Export performance for goods and services, volume",ratio
DAE,XSHA,Share of value exports of good and services in world exports expressed in USD,ratio
DEU,BSII,"Balance of primary income, value, balance of payments basis",National currency
DEU,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
DEU,BSIIQ,"Balance of primary income,  as a % of GDP, balance of payments basis",Ratio
DEU,CAPOG,"Net capital outlays of the government, value",National currency
DEU,CB,"Current account balance, value",National currency
DEU,CBD,"Current account balance, value in USD",USD
DEU,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
DEU,CBR,"Current account balance, residual item",National currency
DEU,CBRD,"Current account balance, residual item, USD",USD
DEU,CFKG,"Government consumption of fixed capital, value",National currency
DEU,CG,"Government final consumption expenditure, value, GDP expenditure approach",National currency
DEU,CGAA,"Government final consumption expenditure, value, appropriation account",National currency
DEU,CGV,"Government final consumption expenditure, volume",National currency
DEU,CLF,"Employment coefficient, supply",Ratio
DEU,CP,"Private final consumption expenditure, value, GDP expenditure approach",National currency
DEU,CPAA,"Private final consumption expenditure, value, appropriation account",National currency
DEU,CPIDR,"Competitiveness indicator, relative consumer prices (CPI), overall weights",Index
DEU,CPIH,"Consumer price index, harmonised",Index
DEU,CPV,"Private final consumption expenditure, volume",National currency
DEU,CQ_FBGSV,"Net exports, contribution to growth in real GDP",Per cent
DEU,CQ_ISKV,"Change in inventories, contributions to growth in real GDP",Per cent
DEU,CTGSVD,"Contribution to world trade volume, goods and services expressed in USD, 2005 prices",Per cent
DEU,EE,"Dependent employment, total economy",Persons
DEU,EQPF,"Adjustment for the change in net equity of households in pension fund reserves, value",National currency
DEU,ES,Total self-employed,Persons
DEU,ET,Total employment,Persons
DEU,ET_NA,"Total employment, National Accounts basis",Persons
DEU,EXCH,"Exchange rate, USD per National currency",Level
DEU,EXCHEB,"Nominal effective exchange rate, chain-linked, overall weights",Level
DEU,EXCHUD,"Exchange rate, National currency per USD",Level
DEU,FBGS,"Net exports of goods and services, value, National Accounts basis",National currency
DEU,FBGSD,"Net exports of goods and services, value, National Accounts basis, USD",USD
DEU,FBGSQ,"Net exports of goods and services, as a % of GDP, national accounts basis",Ratio
DEU,FDD,"Final domestic expenditure, value",National currency
DEU,FDDV,"Final domestic expenditure, volume",National currency
DEU,GDP,"Gross domestic product, value, market prices",National currency
DEU,GDP_USD,"Gross domestic product, US $, current prices, constant exchange rates, EO base year",USD
DEU,GDPV,"Gross domestic product, volume, market prices",National currency
DEU,GDPV_USD,"Gross domestic product, US $, volume, constant exchange rates, EO base year",USD
DEU,GDPVCSA,"GDP value country specific (annual non- adjusted GDP or output approach GDP), volume",National currency
DEU,GDPVD,"Gross domestic product, volume, at 2005 PPP, USD",USD
DEU,GFAR,"General government gross financial assets, as a percentage of GDP",Per cent
DEU,GGFL,"General government gross financial liabilities, value",National currency
DEU,GGFLM,"Gross public debt, Maastricht criterion, value",National currency
DEU,GGFLMQ,"Gross public debt, Maastricht criterion, as a percentage of GDP",Per cent
DEU,GGFLQ,"General government gross financial liabilities, as a percentage of GDP",Per cent
DEU,GGINTP,"Gross government interest payments, value",National currency
DEU,GGINTR,"Gross government interest receipts, value",National currency
DEU,GNFL,"General government net financial liabilities, value",National currency
